Establishment_PredictedPowerScore,Establishment_ID,Establishment_Rank,Establishment_Street,Establishment_Name
98.082866417,98086,1833,SHELBYVILLE RD,COMFY COW
98.0863279787,81205,1834,SHELBYVILLE ROAD,SMOOTHIES KING
98.0863812763,93192,1835,HUNSINGER LN.,SOUPY'S
98.0876633051,94457,1836,W. MAIN ST.,EVAN WILLIMAS -3RD FLOOR CATERING ROOM
98.0898961357,98299,1837,WESTPORT RD,BASKIN ROBBINS 360564
98.0898961357,100437,1838,BROWNSBORO ROAD,MCDONALD'S #31
98.0898961357,100745,1839,HERR LANE SUITE 110,COFFEE ZONE 2
98.0933999246,84376,1840,LAGRANGE ROAD,AFC SUSHI@KROGER #739
98.0967719907,34239,1841,LAGRANGE ROAD,MORRISON SENIOR DINING
98.0967785991,98350,1842,E CHESTNUT,PANERA BREAD CAFE #7016
98.0970760562,81570,1843,W OAK STREET,DIERSEN CENTER / DISMAS CHARITY
98.1044747844,92917,1844,"TAYLORSVILLE RD., SUITE 109",HAPPY DRAGON
98.10520612,84843,1845,HERR LANE,COMFY COW
98.1079896437,97663,1846,OUTER LOOP,BUFFALO WILD WINGS
98.1079896437,100510,1847,DIXIE HWY SUITE 102,PANERA BREAD #1849
98.1082349827,92983,1848,"BROWNSBORO RD., #101",JIMMY JOHNS #2200
98.1104053259,60979,1849,S. FLOYD STREET,PAPA JOHN'S PIZZA #5 / PAPA JOHNS CARDINAL STADIUM
98.1123585821,94433,1850,NEWBURG RD.,FRANCISCOS
98.1123585821,94825,1851,"S. 3RD ST., SUITE 101",SUBWAY #382
98.1142631951,77594,1852,SHELBYVILLE ROAD,ARBY'S #7810
98.1213435606,95264,1853,LAKE FRONT PL.,HUMANA CAFE
98.1213435606,96078,1854,E. BRANDEIS AVE.,FIRST BUILD
98.1248808583,87381,1855,RUDY LANE,PANERA BREAD
98.1254372336,48068,1856,BROWNSBORO ROAD,PAPA JOHN'S PIZZA #4
98.1260831518,100347,1857,MEETING STREET,502 BAR & BISTRO
98.1260831518,100650,1858,BARDSTOWN ROAD,HAVANA RUMBA KIOSK
98.126342292,72626,1859,S. PRESTON STREET,SUNERGOS COFFEE
98.126342292,72775,1860,SHELBYVILLE ROAD,SUBWAY #4260
98.1263993492,34398,1861,SHELBYVILLE ROAD,LAZER BLAZE
98.127841013,58850,1862,TOWNE CENTER DRIVE,TINSELTOWN USA #2
98.1305079014,88211,1863,EASTERN PARKWAY,HEINE BROTHERS
98.1332059525,95126,1864,BRECKENRIDGE LN.,AFC SUSHI @ KROGER
98.1355653053,65772,1865,FOREST GREEN BLVD,MCALISTER'S DELI #1078
98.1370538591,93971,1866,DUTCHMANS PKWY,KATE'S DELI
98.140636576,75568,1867,W. MAIN STREET,PROOF ON MAIN BAR
98.1423085106,99043,1868,BARDSTOWN ROAD,"FLOUR DE LIS BAKERY, LLC"
98.1441766598,99652,1869,LIME KILN LN,ZEGGZ AMAZING EGGS LIME KILN
98.1441766598,100655,1870,DIXIE HWY,JEFF'S BURGER SHACK
98.1441766598,100711,1871,SHELBYVILLE ROAD,QUEST BASE CAMP COFFEE
98.1446056784,72891,1872,N. HUBBARDS LANE,AFC SUSHI @ KROGER #387
98.1473711934,94568,1873,DIXIE HWY,OSAKA JAPAN ONE
98.1473711934,95651,1874,W. MAGAZINE ST.,RECOVERY ZONE
98.1485455981,34681,1875,SHELBYVILLE RD,MIDLAND TRAIL GOLF COURSE
98.1527765397,87086,1876,ARENA PLAZA,KFC YUM CTR #314 & 313 WASHINGTON DELI/SKINNY SKIN
98.1531576622,79673,1877,MELLWOOD AVENUE,BIG AL'S BEERITAVILLE
98.1559169485,96429,1878,CANE RUN RD.,SUBWAY
98.1569222071,78144,1879,S. 3RD STREET,STARBUCKS
98.1575305767,87380,1880,BARDSTOWN ROAD,SEVICHE A LATIN RESTAURANT
98.1590462815,89768,1881,BROWNSBORO RD SUITE 102,PRIMO OILS AND VINEGARS
98.1622701678,94826,1882,S. HURSTBOURNE PKWY.,PANERA BREAD TO YOU
98.1622701678,95326,1883,PHILLIPS LN,KY KINGDOM DIPPIN DOTS
98.1647192365,61472,1884,BARDSTOWN ROAD,AKIKO'S KARAOKE
98.1666391062,86222,1885,LINN STATION ROAD,PITAPIT
98.1706460364,66738,1886,SHELBYVILLE ROAD,ALLEY CAT CAFE
98.1711196671,89684,1887,FISCHER PARK DRIVE,SUBWAY
98.1768488165,90216,1888,MORNING GLORY LN,UNDER DAWGS
98.1784955267,99167,1889,BARDSTOWN RD,SMOOTHIE KING
98.1802321727,77989,1890,S 4TH ST  STE B,MARQUEE BAR & KILL DEVIL CLUB
98.180723386,90701,1891,BARDSTOWN ROAD,RIVER CITY DRAFTHOUSE
98.1810619752,75119,1892,PACKERLAND WAY,SUBWAY #34164
98.1817629178,86322,1893,"MEETING STREET, SUITE 104",VERBENA'S
98.183485941,93297,1894,OUTER LOOP,DOC POPCORN
98.188406361,86399,1895,BLANKENBAKER PARKWAY,ZAXBY'S
98.1889698366,60880,1896,W. MAIN STREET,MAIN EATERY
98.1892131752,94348,1897,TREVILIAN WAY,ZOO KENTUCKY CANTEEN
98.1895362669,84787,1898,E. MARKET STREET,LOUISVILLE BEER STORE
98.1902643235,71269,1899,LIME KILN LN,SMOOTHIE KING
98.1916990646,64818,1900,BAUER AVENUE,LOTSA PASTA EXTENSION
98.193005758,66690,1901,SHELBYVILLE ROAD,STARBUCKS COFFEE #2561
98.1999308236,95489,1902,S. HURSTBOURNE PKWY.,WINGSTOP
98.1999308236,97756,1903,W. JEFFERSON SUITE 120,MOLO VILLAGE NUTRITION
98.1999308236,99022,1904,SHELBYVILLE ROAD SUITE 104,POWER STATION SMOOTHIES & SUPPLEMENTS
98.1999308236,99119,1905,WHITTINGTON PKWY,SKYLINE CHILI
98.1999308236,99952,1906,MELLWOOD AVE. STE 112,DANNY MAC'S PIZZA
98.2036187534,89559,1907,"S. 4TH STREET, SUITE 2",POTBELLY SANDWICH SHOP
98.2073066832,69245,1908,S. 17TH STREET,STEVE'S BAR & GRILL
98.2105012168,98942,1909,BROWNSBORO RD,WEEKLY JUICERY
98.2117314328,96109,1910,S FLOYD STREET,LYNN STADIUM
98.2117314328,97249,1911,S. HURSTBOURNE PKWY.,PIEOLOGY PIZZERIA
98.2117314328,97912,1912,OUTER LOOP B406,SUBWAY
98.2130339174,32536,1913,DIXIE HWY,BOURBON STREET CAFE
98.2166868704,90602,1914,7TH STREET ROAD,VFW POST 2921
98.2180243317,95310,1915,DIXIE HWY.,CHILLBURGER
98.2282909806,96592,1916,FACTORY LANE,STARBUCKS  #23154
98.2291364753,87067,1917,ARENA PLAZA,KFC YUM CENTER SPIRIT ROOM
98.2296112063,67846,1918,TAYLORSVILLE RD,STARBUCKS #2633
98.2312473907,87082,1919,ARENA PLAZA,KFC YUM CENTER #302 PAPA JOHNS
98.2313693059,94042,1920,N. HURSTBOURNE PKWY.,BRASSERIE PROVENCE
98.2320779501,94370,1921,MUD LN. SUITE 160,JIMMY JOHN'S
98.2321095842,71011,1922,S. HURSTBOURNE PARKWAY,COLD STONE CREAMERY
98.2335128706,88864,1923,RUDY LANE,ASIANA CUISINE
98.2335614957,98116,1924,S JACKSON ST,HISSHO SUSHI
98.2339920001,84367,1925,S. 4TH STREET,AAC CONCESSION
98.2349527452,87072,1926,ARENA PLAZA,KFC YUM CENTER / KITCHEN COMMISARY
98.2361178397,98675,1927,OUTER LOOP FC2,CHICK-FIL-A
98.2361178397,98729,1928,U.S. HIGHWAY 42,STARBUCKS HOLIDAY MANOR #2663
98.2361178397,99318,1929,CHAMBERLAIN LANE,SHIRAZ GRILL
98.2362909101,64332,1930,BROWNSBORO ROAD,WENDY'S
98.2393123734,67334,1931,BAXTER AVENUE,STARBUCKS #2487
98.2413400361,90182,1932,EASTERN PKWY,DAIRY KASTLE
98.242861045,86389,1933,SHELBYVILLE ROAD,LITTLE CAESARS
98.2477453785,33113,1934,RUNDILL RD,IROQUOIS PARK GOLF SNACK BAR
98.2494628139,94446,1935,"S. 4TH ST., SUITE 117",HAPPY ENDINGS CAFE
98.2533851862,96834,1936,TAYLORSVILLE RD.,JIMMY JOHNS
98.2549481676,92338,1937,SOUTHSIDE DRIVE,REFUGE/SOUTHSIDE MINISTRIES
98.2549481676,98259,1938,GOSS AVE,SUBWAY
98.2607803932,87076,1939,ARENA PLAZA,KFC YUM CTR STAND 210
98.2631638771,51467,1940,W MARKET ST,SUBWAY
98.2759358124,87065,1941,ARENA PLAZA,KFC YUM CENTER HICKMAN/CAMP / PRESIDENTS RM
98.2791969929,78306,1942,NORTON COMMONS BLVD,GELATO GILBERTO
98.2826473566,88214,1943,SHELBYVILLE ROAD,AUNTIE ANNE'S
98.2918348046,87808,1944,MAPLE BROOK DRIVE,CHINA 1
98.3003617927,67023,1945,CRUMS LANE,BUTLER HIGH SCHOOL CONCESSION OUTSIDE
98.3010966648,87062,1946,ARENA PLAZA,KFC YUM CTR PK SATELLITE 112
98.3031966163,92643,1947,HILLVIEW AVE,OTT'S TAVERN
98.3038222804,64230,1948,OVERLOOK DRIVE,BARTON HOUSE
98.3088218308,83416,1949,BASHFORD MANOR LN,SUBWAY #34858
98.3092422703,87101,1950,ARENA PLAZA,KFC YUM CENTER #328 METRO GRILL & PORT #326 GATEWY
98.312094224,83395,1951,E. MAIN STREET,ACTION STATION #3
98.3123509568,93357,1952,OUTER LOOP,FRESH SUSHI
98.3158658162,92582,1953,RAYDALE DRIVE,REGENCY CENTER
98.3241455901,96402,1954,S. 2ND ST.,LITTLE CAESARS
98.3244925621,76228,1955,SHELBYVILLE ROAD,STARBUCKS #10637
98.3256847527,93910,1956,S. PRESTON ST.,KFC
98.3273221997,98275,1957,SHELBYVILLE RD,CHICK- FIL-A
98.3286306602,83596,1958,LAGRANGE ROAD,KMI ACQUISITIONS LLC DBA/THE BROOK
98.3321600116,82538,1959,SHELBYVILLE ROAD,TRINITY HIGH SCHOOL / HARRY JANSING STADIUM
98.3337473071,48148,1960,BLAIRWOOD ROAD,BAYMONT INN AND SUITES
98.3354348792,96245,1961,"S. 5TH ST., SUITE A-100",STARBUCKS
98.3423286551,81571,1962,SHELBYVILLE ROAD,RED ROBIN
98.3437782607,94272,1963,SUMMIT PLAZA DR.,POTBELLY SANDWICH SHOP
98.3437782607,94951,1964,S. SHELBY ST.,DAIRY DEL #3
98.3442661025,70433,1965,S. HURSTBOURNE PARKWAY,MOE'S SOUTHWEST GRILL
98.345038598,33228,1966,KATHERINE STATION ROAD,OHIO VALLEY RACEWAY
98.3461153287,87474,1967,LEXINGTON ROAD,COOKING AT THE COTTAGE
98.3476054487,77295,1968,LEXINGTON ROAD,EDIBLE ARRANGEMENTS
98.3485379729,64100,1969,E. MAIN STREET,PAPA JOHN'S PIZZA #1448
98.3539793868,94349,1970,TREVILIAN WAY,ZOO DIPPIN' DOTS GORILLA
98.3603326061,96571,1971,SUMMIT PLAZA DR.,NOODLES & COMPANY
98.3618717688,94434,1972,NEWBURG RD.,PIZZA HUT EXPRESS
98.3623778865,95209,1973,BARDSTOWN RD.,COMFY COW
98.3623778865,99404,1974,BARDSTOWN ROAD,"LIFE BAR, LLC"
98.3636233193,88476,1975,PROGRESS BLVD,KNIGHTS OF COLUMBUS (ASSUMPTION COUNCIL #4473)
98.3644181485,83187,1976,BROWNS LANE,BROOK HOSPITAL-DUPONT
98.3649828556,89072,1977,W. CARDINAL BLVD,COMFY COW
98.3657215906,70591,1978,TAYLORSVILLE ROAD,SUBWAY #2824
98.3749280515,87084,1979,ARENA PLAZA,"KFC YUM CTR #309 MAIN ST, FRANKS & PORTABLE #311"
98.3781210189,87087,1980,ARENA PLAZA,KFC YUM CENTER #322 / MAIN STREET
98.3791532603,34875,1981,LAMBERT RD,OKOLONA V.F.W.
98.3843342152,87069,1982,ARENA PLAZA,KFC YUM CTR EVAN WILLIAMS BOURBON BAR
98.391189043,95291,1983,PHILLIPS LN.,KY KINGDOM TWISTED PRETZELS
98.391189043,95710,1984,SHELBYVILLE RD.,PANERA TO YOU
98.3948769728,96698,1985,DUTCHMANS LN.,NORTON ST MATTHEWS BISTRO
98.4043271339,90452,1986,W. MANSLICK ROAD,FLORAL GRIND
98.4049346528,58851,1987,TOWNE CENTER DRIVE,TINSELTOWN USA #3
98.4053123558,34493,1988,HOBBS STATION RD,OWL CREEK COMM. SNACK BAR
98.406663355,53575,1989,NORTHUMBERLAND DRIVE,PROMISED LAND CHILD CARE
98.4124506066,51980,1990,SHELBYVILLE ROAD,AUNTIE ANNE'S
98.4126563563,71722,1991,SHELBYVILLE ROAD,AFC SUSHI @ KROGER #356
98.4145173467,87088,1992,ARENA PLAZA,KFC YUM CENTER #324 / GATEWAY GRILL
98.4145209431,68438,1993,CYPRESS STATION DR,HAWTHORN SUITES BY WYNDHAM
98.4200001995,97300,1994,S. ENGLISH STATION RD.,WILD EGGS #3
98.4200001995,97522,1995,PHILLIPS LANE,KY KINGDOM TACO TEQUILA
98.4200001995,98420,1996,NORTON HEALTHCARE BLVD,JIMMY JOHN'S
98.4200001995,98564,1997,S 4TH ST SUITE 100,SMOKEY'S BEAN
98.4200001995,98840,1998,LONG HANE RD,TRADITIANS AT BEAUMONT
98.4200001995,98952,1999,SHELBY STATION DRIVE,OAKLAWN HEALTH & REHABILITATION CENTER
98.4200001995,99305,2000,W. MAGNOLIA STREET,OLD LOUISVILLE BREWERY
98.4200001995,99317,2001,ENGLISH VILLA DRIVE,CLARITY POINTE
98.4200001995,100313,2002,TAYLORSVILLE RD.,FOREST HILLS COMMONS LIVING CENTER
98.4200001995,100588,2003,LAGRANGE ROAD SUITE 2,CHEF'S CUT PIZZERIA
98.4200001995,100645,2004,ST. ANDREWS CHURCH RD.,VEGAS 1
98.4200001995,100785,2005,W MUHAMMAD ALI BLVD,DADDY RICH'S
98.4200001995,101126,2006,ROCKFORD LN,SUE'S TOUCH OF COUNTRY
98.4223785313,91090,2007,S. 5TH STREET,SUNERGOS COFFEE
98.4345788482,93095,2008,CENTRAL AVE.,MANSION/MILLIONAIRE 6
98.4372378081,87068,2009,ARENA PLAZA,KFC YUM CTR BURNETT'S LOUNGE
98.4380937076,98756,2010,OUTER LOOP,QDOBA MEXICAN EATS
98.4380937076,99018,2011,OUTER LOOP,PANERA BREAD #1891
98.4380937076,100051,2012,BARDSTOWN RD.,SICILIAN PIZZA AND PASTA
98.4380937076,101044,2013,TREVILIAN WAY,ZOO DIPPIN' DOTS SPLASH PARK
98.4380937076,101045,2014,TREVILIAN WAY,ZOO DIPPIN' DOTS PLAZA
98.4380937076,101046,2015,TERMINAL DRIVE,SMASH BURGER
98.4380937076,101309,2016,FRANKFORT AVE,MIRIN
98.4380937076,101318,2017,DIXIE HWY,HOMEMADE ICE CREAM & PIE KITCHEN
98.4380937076,101541,2018,OUTER LOOP,CHEDDARS FRANCHISE AQUISITION LLC
98.4380937076,101544,2019,WESTPORT RD,CHEDDARS CASUAL CAFE
98.4380937076,101595,2020,S. FLOYD STREET,STARBUCKS ESKSTROM
98.4380937076,101650,2021,CHENOWETH SQUARE,TIKKA HOUSE
98.4380937076,101655,2022,PHILLIPS LN,PAPA MURPHY'S FH10
98.4454695671,95712,2023,DIXIE HWY.,SKATE ODYSSEY LLC
98.4470504725,90788,2024,DIXIE HWY,VALLEY MASONIC LODGE 511
98.44707471,78115,2025,KLONDIKE LANE,KLONDIKE MANOR
98.4495854466,94203,2026,MT. WASHINGTON RD,CAFE LOVEWELL
98.452704189,68100,2027,BLANKENBAKER PKWY,ALL ABOUT KIDS CARTWHEEL CAFE
98.45506749,60980,2028,S. FLOYD ST,PAPA JOHN'S PIZZA #6 / PAPA JOHNS CARDINAL STADIUM
98.4561872156,90888,2029,BLANKENBAKER PKWY,STARBUCKS COFFEE  #16953
98.4561872156,95809,2030,OLD BROWNSBORO RD.,IMPELLIZZERI'S PIZZA
98.4561872156,96331,2031,BLAIRWOOD RD.,DAYS INN
98.4561872156,98069,2032,GARLAND AVE,FCMC KITCHEN
98.4561872156,99034,2033,SYCAMORE STATION PLACE,MALIBU JACK'S OF LOUISVILLE
98.4561872156,99780,2034,NELSON MILLER PKWY.,CREATION GARDENS
98.4561872156,99887,2035,TERRY RD.,LITTLE CAESARS
98.4561872156,100742,2036,EAST MAIN STREET,PHO BA LUU
98.4574879833,87074,2037,ARENA PLAZA,KFC YUM CENTER / IN SEAT SERVICE PANTRY
98.4707854401,87544,2038,SHELBYVILLE ROAD,GREAT AMERICAN COOKIE
98.4731760288,67020,2039,DIXIE HIGHWAY,ST. PAUL  INSIDE CONCESSION
98.4737873275,87047,2040,ARENA PLAZA,KFC YUM CENTER #111-KENTUCKY ALE BAR
98.4742807236,95301,2041,TAYLORSVILLE RD.,FDKY BBQ
98.4773776653,78853,2042,POPLAR LEVEL ROAD,ST. XAVIER MAIN CONCESSION STAND
98.4787054733,87292,2043,BARDSTOWN ROAD,HOLY GRALE
98.4800191202,91917,2044,DIXIE HWY,EDIBLE ARRANGEMENTS
98.4816783101,87061,2045,ARENA PLACE,KFC YUM CENTER #308 / PIZZA HUT
98.482397452,45404,2046,BARDSTOWN ROAD,PAPA JOHN'S
98.4835328025,44802,2047,W. RIVER ROAD,BELLE OF LOUISVILLE
98.4913658565,92314,2048,PHILLIPS LANE,LIL ORBITS FH21
98.4923742317,97042,2049,OUTER LOOP,FIREHOUSE SUBS
98.4936749993,87252,2050,ARENA PLAZA,KFC YUM CENTER #317 PAPA JOHNS
98.4943134043,74265,2051,CENTRAL AVENUE,FINISH LINE SUITES
98.5044600623,69236,2052,BARDSTOWN ROAD,CORNER DELI
98.5143156463,85905,2053,GREENWOOD ROAD,PRP'S ICE CREAM CORNER
98.5150242905,94648,2054,NEWBURG RD.,SUBWAY #11546
98.5206197235,92533,2055,CHAMPIONS TRACE LN.,ASSUMPTION GREEN SPORTS COMPLEX CONCESSIONS
98.5273030505,64357,2056,E. MAIN STREET,CENTERPLATE / GRILL CART #123
98.5300348875,89580,2057,"FACTORY LANE, SUITE A",SUBWAY
98.5305004203,51928,2058,WESTPORT ROAD,CHARLES MCDOWELL REHABILITATION CTR FOR THE BLIND
98.5367780927,87103,2059,ARENA PLAZA,KFC YUM CTR PJ 120 & PK 122
98.5400380409,89880,2060,TAYLORSVILLE RD,SUBWAY
98.5400380409,90485,2061,BARDSTOWN ROAD,ORANGE LEAF FROZEN YOGURT
98.5444602399,87085,2062,ARENA PLAZA,KFC YUM CENTER #112 PAPA JOHNS
98.5475056791,93211,2063,STANDARD AVE.,LORDS KITCHEN
98.554332325,72441,2064,TIMBER RIDGE DRIVE,AFC SUSHI @ KROGER #389
98.5562410749,69762,2065,E. MARKET STREET,HOME OF THE INNOCENTS
98.5607290929,76229,2066,ALLIANT AVENUE,LOUISVILLE EAST HAMPTON INN & SUITES
98.568626609,68596,2067,BARDSTOWN ROAD,CAFE JOKER
98.5729651088,87077,2068,ARENA PLAZA,KFC YUM CTR MILLER COORS BAR
98.5742480477,82860,2069,POPLAR LEVEL ROAD,ST. XAVIER BASKETBALL CONCESSIONS
98.5745801896,79068,2070,GOSS AVENUE,AFC SUSHI @ KROGER #753
98.580647256,87066,2071,ARENA PLAZA,KFC YUM CENTER WOODFORD BAR
98.5824472624,98112,2072,S. 7TH ST,BLUE DIAMOND
98.5845312376,85581,2073,SHELBYVILLE ROAD,JIMMY JOHN'S
98.5846409205,37586,2074,LINCOLN AVENUE,GERMAN-AMERICAN CLUB
98.5882288411,96113,2075,S HURSTBOURNE PKWY,PANERA BREAD
98.5918828228,32773,2076,S. 4TH STREET,WHIRLAWAY
98.5952454805,87079,2077,ARENA PLAZA,KFC YUM CTR IN-SEAT 202
98.6003993341,54797,2078,DOUGLAS BLVD,ST PAUL'S UNITED METHODIST CHURCH
98.6007759439,77586,2079,SHELBYVILLE ROAD,ARBY'S #773
98.6031457395,66736,2080,SUMMIT PLAZA DRIVE,BARNES & NOBLE BOOKSELLERS
98.6037546515,96837,2081,TERRY RD.,WHITE ELEPHANT CAFE
98.6066736764,71308,2082,HERRICK LANE,MIDDLETOWN CHRISTIAN VILLAGE
98.6094192909,59771,2083,BARDSTOWN ROAD,MARYHURST
98.6135430623,83581,2084,W. MAIN STREET,FRAZIER  HISTORY MUSEUM
98.6155110557,84460,2085,MAPLE BROOK DRIVE,EDIBLE ARRANGEMENTS
98.6180626378,81204,2086,HERR  LANE,WESTPORT WHISKEY & WINE
98.6209331079,42927,2087,PARK ROAD,BELLEWOOD HOME FOR CHILDREN
98.6267246012,68467,2088,W KENWOOD DR,JIMBO'S BBQ
98.6279372131,87048,2089,ARENA PLAZA,KFC YUM CENTER #102 KFC
98.6393327555,97747,2090,SHELBYVILLE RD,JUICEVILLE
98.6400695754,94571,2091,SHELBYVILLE RD,CELLAR DOOR CHOCOLATES
98.6400695754,99014,2092,BARDSTOWN RD,JETS PIZZA
98.645038253,71270,2093,MITCHELL HILL ROAD,FAIRDALE LIONS CLUB
98.6495100628,96779,2094,LIME KILN LN,TOKYO JAPANESE RESTAURANT & SUSHI BAR
98.6593281779,87704,2095,W. MAIN STREET,KENTUCKY SCIENCE CENTER
98.6629116172,93239,2096,AMPHITHEATER RD.,FESTIVAL CUISINE & SPIRITS
98.6629116172,94323,2097,W. MAIN ST.,EVAN WILLIAMS SPEAKEASY
98.6667967567,91703,2098,LAGRANGE RD,MAGNOLIA SPRINGS EAST
98.6700354521,62392,2099,W. MAIN STREET,BOOMER'S CANTEEN
98.6754401036,34685,2100,SIX MILE LN,ROBBEN'S ROOST
98.6762565915,95357,2101,N. HURSTBOURNE PKWY.,NIKKO ENTERPRISE CORP.
98.6762565915,98418,2102,OUTER LOOP,PAPA MURPHYS
98.6782512629,94490,2103,S. HUBBARDS LN.,JET'S PIZZA
98.6878841303,32604,2104,DIXIE HWY,MOBY DICK
98.6968159617,87070,2105,ARENA PLAZA,KFC YUM CENTER / SUITE MEZZANINE EAST
98.7029465399,86906,2106,BARDSTOWN ROAD,EDIBLE ARRANGEMENTS #1197
98.728495896,93849,2107,MALL RD.,STARBUCKS
98.7328175694,90725,2108,NEWBURG ROAD,BELLARMINE SOFTBALL CONCESSIONS
98.7419087523,72218,2109,BARDSTOWN ROAD,AFC SUSHI @ KROGER #339
98.7501042634,98459,2110,VON ALLMEN COURT SUITE #103,WHICH WICH
98.7501042634,100308,2111,MEETING ST. UNIT 101,FIX COFFEEHOUSE
98.7501042634,100350,2112,N. HUBBARDS LANE #178,CHINA STAR
98.7501042634,100728,2113,S. FLOYD STREET,SRC
98.7501042634,100799,2114,W. MARKET STREET,BISTRO 301
98.7538117818,62681,2115,W BROADWAY,BROWN HOTEL / THE LOBBY BAR
98.7569867268,97828,2116,SHELBYVILLE RD,TACO BELL
98.7644229749,55183,2117,W. RIVER ROAD,SPIRIT OF JEFFERSON
98.7658235045,32384,2118,HAWTHORNE AVE,STRATHMOOR EDUCATION CENTER
98.7674781614,78835,2119,POPLAR LEVEL ROAD,ST. XAVIER  VISITOR CONCESSION STAND
98.767575055,92269,2120,SHELBYVILLE RD.,SUBWAY
98.7681977714,99695,2121,TAYLORSVILLE ROAD,TACO BELL #31665
98.7681977714,99855,2122,BROWNSBORO CT.,NOOSH NOSH
98.7681977714,100730,2123,S. FLOYD STREET,WENDY'S
98.7681977714,101478,2124,DIXIE HWY,SMITTY'S BLUE MOON SALOON
98.7801137237,89901,2125,RIVER RD,RIVER ROAD BBQ
98.7862912794,95547,2126,AIKEN RD,SAINT MARY'S CENTER INC
98.7867824927,92188,2127,BARDSTOWN RD,JETS PIZZA #007
98.7878558231,87064,2128,ARENA PLAZA,KFC YUM CENTER / PREMIUM BOX BAR
98.7972619868,63778,2129,PAPA JOHNS BLVD,PAPA JOHN'S PIZZA 2000
98.7972619868,75548,2130,SHELBYVILLE ROAD,PAPA MURPHY'S
98.7972619868,85964,2131,FAIRMEADE ROAD,KRIBS 2 KIDS ACADEMY
98.7972619868,94131,2132,ZORN AVE.,SCRUBS
98.7972619868,94264,2133,S. HURSTBOURNE PKWY.,CARMIKE SATELLITE #2
98.7982072317,90490,2134,BARDSTOWN RD,AFC SUSHI SUSHI @ KROGER #360
98.8022655959,66114,2135,TAYLORSVILLE ROAD,AFC SUSHI @ KROGER #379
98.8161250761,95808,2136,BARDSTOWN RD.,TIME & SPACE
98.8218660164,71328,2137,HOLIDAY MANOR,TSUNAMI / KROGER #186
98.8224782955,92869,2138,BROOKLINE AVE.,COACH'S CORNER
98.8294510475,79057,2139,BARDSTOWN ROAD,PAPA MURPHY'S
98.8326302793,81883,2140,KRESGE WAY,PARKTOWER CAFE
98.8326302793,93857,2141,BLANKENBAKER PKWY.,JET'S PIZZA KY #11
98.8401326444,89247,2142,BROWNSBORO ROAD,MAIN STREET CAFE
98.8450260161,61244,2143,WATTERSON TRAIL,J-TOWN SENIOR CITIZEN CENTER
98.8523120922,90899,2144,SHELBYVILLE ROAD,CHILLERS
98.8554887019,78702,2145,S. HURSTBOURNE PARKWAY,SUBWAY #21299
98.8601389513,98995,2146,E. MARKET,ROYALS CHICKEN
98.8782324593,98936,2147,TAYLORSVILLE RD,POT BELLY SANDWICH SHOP
98.8860294661,51009,2148,SMYRNA ROAD,BARRELL OF FUN ICE CREAM
98.8915774336,94271,2149,SHELBYVILLE RD.,SUBWAY #782
98.8915774336,94273,2150,BARDSTOWN RD.,CHILL BAR HIGHLANDS
98.8915774336,94824,2151,SIX MILE LN.,SIGNATURE EAST BISTRO
98.9041528265,84277,2152,SUMMIT PLAZA DRIVE,FIVE GUYS BURGERS & FRIES
98.90798012,71980,2153,BROWNSBORO ROAD,AFC SUSHI@KROGER #707
98.9096709416,87151,2154,BARDSTOWN ROAD,CHICK-FIL-A
98.9142879722,93031,2155,"SHELBYVILLE RD., SUITE D210",CINEMARK
98.9151562953,88640,2156,ALLIANT COURT,WINGATE
98.9151562953,94027,2157,"NORTON COMMONS BLVD., SUITE 101",COMMONWEALTH TAP
98.9151562953,96807,2158,BARDSTOWN RD.,PLANET BAR & BISTRO
98.9183329049,90435,2159,S.  PRESTON STREET,PURRSWAYTIONS
98.9332498033,96903,2160,OLD HARRODS CREEK RD.,CHURCH OF EPIPHANY
98.9334954099,92092,2161,S HURSTBOURNE PKWY STE A,JET'S PIZZA
98.9334954099,92436,2162,TAYLORSVILLE RD SUITE #120,32 DEGREES A YOGURT BAR
98.9481667017,96327,2163,LAGRANGE RD.,BRIX WINE BAR & BISTRO
98.9662602097,96302,2164,"PORTLAND AVE., SUITE 1",MCQUIXOTE BOOKS & COFFEE
98.9662602097,96873,2165,SHELBYVILLE RD,FIVE GUYS
98.9701736392,89267,2166,HERR LANE,ZI OLIVE
98.978637846,87071,2167,ARENA PLAZA,KFC YUM CENTER / SUITE COMMAND CENTER PANTRY
98.9858928804,71302,2168,LINCOLN AVENUE,DON'S FUN FOODS
98.9858928804,86022,2169,CHAMBERLAIN LANE,NORTON CHILDREN'S MEDICAL CENTER
98.9858928804,94456,2170,"EASTPOINT CENTRE DR., SUITE 120",LONG JOHN SILVER'S LAB
98.9976823112,92337,2171,EASTGATE PARKWAY,CATERING COMPANY
98.9976823112,92537,2172,S. 7TH STREET,DECK
99.0104291513,82868,2173,EASTPOINT PARKWAY,BAPTIST EASTPOINT COFFEE SHOP
99.0106998273,83114,2174,TUCKER STATION ROAD,LIGHTHOUSE ADOLESCENT RECOVERY CENTER
99.0201894065,90694,2175,NEW LAGRANGE RD,LOUISVILLE TEA COMPANY
99.0206302908,36387,2176,HICKORY STREET,ALL-WOOL-YARD-WIDE DEM. CLUB
99.0503745305,34882,2177,ROUTT RD,CEDAR RIDGE CAMP & RETREAT CNT
99.069597134,74259,2178,TAYLORSVILLE ROAD,STARBUCKS T0780
