Establishment_PredictedPowerScore,Establishment_ID,Establishment_Rank,Establishment_Street,Establishment_Name
97.361166425,32578,1485,DIXIE HWY,WHITE CASTLE #19
97.3659913303,34381,1486,BARDSTOWN RD,MOBY DICK
97.3664107294,99335,1487,S. 4TH STREET,BIRRACIBO ARTISAN PIZZA AND CRAFT BEER
97.3671435003,64936,1488,CYPRESS STATION DRIVE,CENTER CAFE
97.368513026,88596,1489,S. 3RD STREET,THIRD  STREET DIVE
97.3704456839,76384,1490,CALM RIVER WAY,GLEN RIDGE HEALTH CAMPUS
97.3722387654,60982,1491,S. FLOYD ST,PAPA JOHN'S PIZZA - 1105 CLUBSTAND #1
97.3732678955,50121,1492,SHELBYVILLE ROAD,WENDY'S
97.374105957,84788,1493,SHELBYVILLE ROAD,HOME RUN BURGER
97.3763699036,60994,1494,S. FLOYD STREET,SERVICE AMERICA STAND #21 / PAPA JOHNS STADIUM
97.3771095154,65773,1495,KENTUCKY MILLS DRIVE,COUNTRY INN SUITES
97.3777558881,59007,1496,MANSLICK ROAD,IROQUOIS PIZZA INC.
97.3792911667,33533,1497,4TH STREET,SEELBACH HILTON / CONCIERGE
97.3794415545,99745,1498,LIME KILN LN,BLUE BULL BURGERS & TACOS
97.3859927911,42347,1499,TAYLOR BLVD.,WIN-PLACE & SHOW BAR
97.3864712733,88163,1500,FRANKFORT AVENUE,BLUEGRASS BURGERS
97.3892734899,73996,1501,S. 3RD STREET ROAD,CENTERPLATE/JIM PATTERSON STADIUM
97.3894149262,75567,1502,TAYLORSVILLE ROAD,KING PIN LANES
97.3899821341,54791,1503,FRANKFORT AVENUE,DIVINITY CATERING LTD
97.3947306679,94261,1504,S. HURSTBOURNE PKWY.,CARMIKE MAIN CONCESSION
97.3955256302,77591,1505,SHELBYVILLE ROAD,JIMMY JOHN'S
97.3968367633,89497,1506,FRANKFORT AVENUE,COMFY COW
97.3975577452,45083,1507,S. 4TH STREET,BRIGHT HORIZONS CHILDCARE
97.3989109964,55889,1508,PRESTON HIGHWAY,PAPA JOHN'S #22 / BROADBENT ARENA
97.4001400316,89182,1509,W. CARDINAL BLVD,HOME RUN BURGERS
97.4005900332,86759,1510,S. FLOYD STREET,PAPA JOHN'S #9 SOUTH
97.4008768515,80578,1511,E. JEFFERSON STREET,FAIRFIELD INN & SUITES
97.4052735856,60961,1512,FISHER PARK DRIVE,WENDY'S
97.4073888805,89851,1513,E. MARKET STREET,RYE RESTAURANT
97.4077593149,88986,1514,"TAYLORSVILLE ROAD, SUITE 103",LITTLE CAESAR'S PIZZA
97.4087439243,84135,1515,FALLEN LEAF CIRCLE,WOODS OF ST THOMAS CLUB
97.4093666407,80581,1516,E. JEFFERSON STREET,SPRINGHILL SUITES
97.4102929731,82717,1517,"CITADEL WAY, STE 101",J. GUMBO'S
97.4106127669,34736,1518,TAYLORSVILLE ROAD,HIKES POINT BAR & LOUNGE
97.410626978,77809,1519,DUTCHMANS LANE,SKYLINE CHILI #3
97.4107467478,72741,1520,BARDSTOWN ROAD,PIZZA HUT/WING STREET
97.4114472447,98267,1521,SHELBYVILLE RD,EXTREME PITA
97.4114472447,100710,1522,WESTPORT ROAD,JET'S PIZZA KY 15
97.4125063055,49894,1523,EAST MARKET STREET,BANK SHOT BILLARDS
97.4126089967,89685,1524,E. BRECKENRIDGE STREET,SEIDENFADEN'S TAVERN
97.4172438931,66314,1525,N. HURSTBOURNE PARKWAY,STARBUCKS COFFEE #2541
97.4190456927,52126,1526,S. HURSTBOURNE LANE,HYATT PLACE
97.4195613476,90215,1527,E. MARKET STREET,DECCA
97.421309358,79667,1528,BARDSTOWN ROAD,HEINE BROTHERS COFFEE
97.4226582893,49968,1529,BROWNSBORO ROAD,GASTHAUS
97.4233815256,77294,1530,SHELBYVILLE ROAD,AUNTIE ANNE'S
97.4240943177,86754,1531,S. FLOYD STREET,CENTERPLATE FS-5
97.4254363288,53131,1532,TAYLORSVILLE ROAD,PAPA JOHN'S PIZZA #17
97.4295407527,95294,1533,PHILLIPS LN.,KY KINGDOM AUNT B'S/KING LOUIE'S
97.4295407527,97575,1534,HENDRICH DR,DOUBLE DRAGON KITCHEN
97.4364409014,89378,1535,W. CARDINAL BLVD,JIMMY JOHNS
97.4442666567,93344,1536,BARDSTOWN RD.,BORSALINO LLC
97.4446805914,65168,1537,SHELBYVILLE ROAD,HONEY BAKED HAM COMPANY
97.4469359615,51761,1538,BARDSTOWN ROAD,HEINE BROTHERS COFFEE
97.4471587997,91390,1539,VALLEY FARMS BLVD,ELMCROFT AT VALLEY FARMS
97.4477815161,96962,1540,FERN VALLEY RD.,ZAXBY'S #51501
97.4490101946,32358,1541,DIXIE HWY,ARBY'S #5430
97.4556485889,81109,1542,W. MAIN STREET,KENTUCKY CENTER FOR THE ARTS
97.4558511305,79235,1543,E. LIBERTY STREET,HOSPITALITY PROGRAM
97.4590514577,83222,1544,E. MARKET STREET,WILTSHIRE ON MARKET
97.4601505705,32765,1545,S. 4TH STREET,WOMAN'S CLUB OF LOUISVILLE
97.4615464429,97506,1546,W BROADWAY,LIL ANGELS ENRICHMENT CENTER
97.4627490612,96184,1547,E. BURNETT AVE.,MANUAL STADIUM VISITOR CONCESSION
97.4650613023,92539,1548,LYNDON LANE,AMY Z'S
97.4658750241,98998,1549,S. 5TH ST.,SAVORY
97.4658750241,99344,1550,DIXIE HWY,CHICK-FIL-A
97.4680501105,70916,1551,S. HURSTBOURNE PARKWAY,NEW YORK HOT DOGS
97.4689972892,33927,1552,ST. ANTHONY PL,KINDRED HOSPITAL-LOUISVILLE
97.471149968,60976,1553,S. FLOYD STREET,PAPA JOHN'S PIZZA #2 / PAPA JOHNS CARDINAL STADIUM
97.475296164,90726,1554,NEWBURG ROAD,KNIGHTS HALL CONCESSION
97.4769388134,97648,1555,LINN STATION RD,DICKEY'S BARBECUE PIT
97.4776812568,46262,1556,LAGRANGE ROAD,SUBWAY #11140
97.4839685321,99414,1557,FRANKFORT AVE. #105,ASIAN WOK
97.4839685321,100349,1558,BROWNSBORO ROAD,MELLWOOD TAVERN
97.485058739,66833,1559,SHELBYVILLE ROAD,WHITE CASTLE #33
97.4892627187,77292,1560,N. HURSTBOURNE PARKWAY,JASON'S DELI
97.4894458146,72632,1561,S. 36TH STREET,FEAST OF LOVE
97.4957088208,96636,1562,E OAK ST,KAIJU
97.4969617684,63349,1563,SPRINGDALE ROAD,ATRIA SPRINGDALE
97.4987592374,82618,1564,DIXIE HIGHWAY,AFC SUSHI @ KROGER #790
97.4989036431,65058,1565,E. GAULBERT AVENUE,QUALITY INN & SUITES
97.500193891,98794,1566,W MARKET ST,COMMON TABLE
97.5024062658,35079,1567,CENTRAL AVE,JOCKEY CLUB SUITES
97.5040012128,78574,1568,E. MAIN STREET,GERMAN ROASTED NUTS #3
97.5116558163,86174,1569,OUTER LOOP,MCALISTER'S DELI
97.5154579713,86398,1570,BARDSTOWN ROAD,BARD'S TOWN
97.5160750242,34977,1571,E. MARKET ST,WHITE CASTLE #7
97.5163598008,60992,1572,S. FLOYD STREET,SERVICE AMERICA STAND #13 / PAPA JOHNS STADIUM
97.518287399,95590,1573,"WESTPORT RD., SUITE 102",JIMMY JOHN'S
97.5201555482,99649,1574,PHILLIPS LANE,KY KINGDOM LOUIE'S FRESH MARKET
97.5224703133,60986,1575,S. FLOYD STREET,SERVICE AMERICA STAND #03 / PAPA JOHNS STADIUM
97.5376387207,83753,1576,CHAMBERLAIN LANE,MOE'S SOUTHWEST GRILL
97.5383475305,86725,1577,S. HURSTBOURNE PARKWAY,FIREHOUSE SUBS #486
97.539722696,97799,1578,PRESTON HIGHWAY,TACO BELL #31666
97.5530456956,63961,1579,BARDSTOWN ROAD,HEINE BROTHERS COFFEE
97.5537366376,69478,1580,MADISON AVENUE,CROSBY PARK CONCESSION
97.553780628,32733,1581,EASTERN PARKWAY,WHITE CASTLE #10
97.5544825129,33239,1582,SHELBYVILLE RD,DOMINO'S PIZZA #1429
97.5563130455,58852,1583,TOWNE CENTER DRIVE,TINSELTOWN USA #4
97.5573991321,67850,1584,BARDSTOWN RD,GRAETER'S ICE CREAM #5
97.5579576403,94447,1585,W. CHESTNUT ST.,META
97.5586036707,97446,1586,DIXIE HWY,RAISING CANE'S
97.5630913417,90495,1587,SHEPHERDSVILLE RD,LIGHTHOUSE COMMUNITY CENTER
97.5696168132,98363,1588,SHELBYVILLE RD STE. #101,QDOBA MEXICAN EATS
97.5706144565,91913,1589,N. JOE CONWAY CIR,MIRALEA
97.5711392036,59049,1590,"BROWNSBORO ROAD, STE.3200",BREADWORKS
97.5735503496,90506,1591,S. 4TH STREET,PBR LOUISVILLE
97.5746642793,92897,1592,BARDSTOWN RD.,QDOBA #837
97.575909712,96996,1593,GLENMARY AVE.,GLENMARY HOME IN CHEROKEE TRIANGLE
97.575909712,98177,1594,GATEWORTH WAY,STAY BRIDGE SUITES
97.575909712,98710,1595,BLANKENBAKER PKWY,BROOKDALE BLANKENBAKER B NURSING
97.5775354319,37691,1596,W MUHAMMAD ALI BLVD,PENDENNIS CLUB BAR
97.5826529173,93714,1597,DIXIE HWY,ZAXBY'S
97.5862047504,60977,1598,S. FLOYD STREET,PAPA JOHN'S PIZZA #3 / PAPA JOHNS CARDINAL STADIUM
97.5888142794,73000,1599,BLUEGRASS PARKWAY,PUZZLES FUN DOME
97.5900801168,34846,1600,S. 3RD STREET,SUBURBAN SOCIAL CLUB INC.
97.5916438576,91754,1601,GAVIN PL,TEDDY BEARS BAR & GRILL
97.5971977537,86965,1602,GOSS AVENUE,EIDERDOWN
97.6014069222,81977,1603,W MUHAMMAD ALI BLVD,MANHATTAN GRILL
97.6045736133,78560,1604,WESTPORT ROAD,WHITE CASTLE
97.6120967281,98563,1605,HERR LN ST 130,ARTESANO
97.612833548,97107,1606,SHELBYVILLE RD.,TEXAS ROADHOUSE
97.612833548,97360,1607,U.S. HIGHWAY 42 SUITE A,GRACIOUS PLENTY
97.612833548,97521,1608,W. BROADWAY,COOLBAKER'S
97.6149094516,68286,1609,CRITTENDEN DRIVE,YMCA SAFE PLACE SERVICES
97.6165214778,86760,1610,S. FLOYD STREET,PAPA JOHN'S #8 NORTH
97.620523736,86218,1611,W. WOODLAWN AVENUE,SUNERGOS COFFEE
97.6224254054,71981,1612,N. HUBBARDS LANE,PAPA MURPHY'S
97.6225356182,94345,1613,TREVILIAN WAY,ZOO WILD BURGER LOUISVILLE
97.6231252713,33287,1614,CENTRAL AVE,LEVY RESTURANTS / JOCKEY CLUB DELI
97.6234762097,93130,1615,S. HURSTBOURNE PKWY.,PANDA EXPRESS #2178
97.6262903486,76227,1616,TAYLORSVILLE ROAD,AFC SUSHI @ KROGER #743
97.6296245715,33481,1617,4TH STREET,OLD SEELBACH BAR (OSB) / SEELBACH HILTON
97.6301902361,98951,1618,BROWNS LANE,"LOUISVILLE EAST POST ACUTE, LLC"
97.637024331,101489,1619,S HURSTBOURNE PKWY,MELTING POT
97.6390316376,60990,1620,S. FLOYD STREET,SERVICE AMERICA STAND #11 / PAPA JOHNS STADIUM
97.6414459535,62736,1621,POPLAR LEVEL ROAD,GERMANTOWN BASEBALL BACK CONCESSION STAND
97.6431580226,77734,1622,S. HURSTBOURNE PARKWAY,CULVER'S OF LOUISVILLE
97.6455057047,93155,1623,PRESTON CROSSINGS BLVD.,PRESTON CROSSINGS BAR AND GRILL
97.6497709923,63900,1624,E. MAIN STREET,CONCESSION STAND #201
97.6522730871,63014,1625,NEW LAGRANGE ROAD,STARVING ARTIST CAFE & DELI
97.6526276223,55445,1626,TAYLORSVILLE ROAD,TACO BELL
97.6526276223,60978,1627,S. FLOYD STREET,PAPA JOHN'S PIZZA #4 / PAPA JOHNS CARDINAL STADIUM
97.6589470411,92778,1628,PHILLIPS LN,EHRLER'S FH28
97.6617076608,73599,1629,W. JEFFERSON STREET,MARRIOTT BANQUET KITCHEN
97.6671140721,97207,1630,ROCKFORD LN.,MACK BROTHERS BBQ
97.6677229841,78489,1631,BARDSTOWN RD,HOMEMADE ICE CREAM & PIE KITCHEN
97.6697429411,34267,1632,SHELBYVILLE ROAD,BASKIN ROBBINS
97.6730994621,60989,1633,S. FLOYD STREET,SERVICE AMERICA STAND #10 / PAPA JOHNS STADIUM
97.6733586023,99288,1634,S. PRESTON STREET,BAKER EARLY LEARNING CENTER
97.6733586023,99367,1635,TERMINAL DRIVE,BOURBON LOFT
97.6749783993,79067,1636,CEDAR CENTER WAY,MOE'S SOUTHWEST GRILL
97.6762003867,34636,1637,SHELBYVILLE ROAD,MOBY DICK
97.6783195783,89376,1638,SHELBYVILLE ROAD,MASA JAPANESE BISTRO AND SUSHI BAR
97.6802410657,97879,1639,E. WARNOCK DR,SUBWAY
97.6830012408,33784,1640,SHELBYVILLE ROAD,TACO BELL #2412
97.6883298452,92747,1641,E. WASHINGTON ST.,CRUSHED ICE EVENTS
97.6886512359,53396,1642,PHILLIPS LN,HAMPTON INN
97.6900172099,87083,1643,ARENA PLAZA,"KFC YUM CTR #110 MAIN ST, FRANKS & 112 HOMEMADE PI"
97.6945780732,91770,1644,S PRESTON ST,TRYANGLES
97.6969313667,89080,1645,NEWBURG ROAD,PALIO
97.70028671,86400,1646,TERRA CROSSING BLVD,SUBWAY
97.7021697588,94902,1647,"SHELBYVILLE RD., SUITE 637",PENN STATION
97.7021697588,99415,1648,DIXIE HWY,DUNKIN DONUTS
97.7036453138,33412,1649,BETHANY LN,SUN VALLEY GOLF COURSE
97.7065536112,41222,1650,BUNSEN PARKWAY,KFB CAFE
97.7072324417,66115,1651,BLANKENBAKER PKWY,STARBUCKS #2472
97.7100262109,86753,1652,NEW CUT ROAD,SISTER BEANS COFFEE HOUSE
97.7116011093,72776,1653,ENGLISH VILLA DRIVE,GRAETER'S
97.712740152,99278,1654,W. CARDINAL BLVD.,NOODLES & CO.
97.7136942214,81727,1655,MILLVALE DRIVE,SIGNATURE HEALTHCARE OF CHEROKEE PARK
97.7143007721,77293,1656,HURSTBOURNE TRACE,HOMEWOOD SUITES BY HILTON
97.7215086997,92315,1657,WESTPORT RD,RAISING CANE RESTAURANT
97.725218684,96043,1658,FRANKFORT AVE.,CRESCENT HILL CRAFT HOUSE
97.7273795208,84634,1659,OVERLOOK DRIVE,SUNRISE SENIOR LIVING
97.7283617193,35063,1660,ALEXANDER ROAD,CHEROKEE GOLF COURSE
97.7307328582,63221,1661,CANE RUN ROAD,DAYS INN SUITES
97.7308336601,99095,1662,OECHSLI AVE.,HALF PEACH BAKERY AND CAFE
97.7368812199,55172,1663,SHELBYVILLE ROAD,PAPA JOHN'S PIZZA 25
97.7376729633,61009,1664,S. FLOYD STREET,SERVICE AMERICA #04 / PAPA JOHNS STADIUM
97.7383567749,99097,1665,E. MARKET ST. SUITE 700,AKASHA BREWING COMPANY
97.7394547849,82146,1666,W MARKET ST,ST. PATRICK CENTER
97.7426560034,33501,1667,EPHRAIM MCDOWELL RD,TWINBROOK HOTEL APARTMENT
97.7448986358,67025,1668,ALGONQUIN PAKRWAY,DISMAS CHARITIES ST ANN
97.7478442074,86722,1669,LEXINGTON ROAD,HEADLINERS
97.7511956314,75804,1670,WESTPORT ROAD,AFC SUSHI @ KROGER #764
97.752268957,98937,1671,KENTUCKY MILLS DR,FAIRFIELD INN & SUITES
97.7596448166,100049,1672,TAYLORSVILLE RD.,CARALIS ROTISSERIE CHICKEN
97.7597920719,100078,1673,S. FLOYD STREET,EINSTEIN BROTHERS BAGELS
97.7597920719,100081,1674,W MUHAMMAD ALI BLVD,BITE
97.7597920719,100444,1675,ORMSBY STATION ROAD,MCDONALD'S #38
97.7597920719,100749,1676,W. MARKET STREET,POKEHANA
97.7754809931,87546,1677,U.S. HIGHWAY 42,PIZZA HUT
97.7767409889,78135,1678,"BLANKENBAKER LANE, SUITE C",SUBWAY
97.7769315105,76476,1679,OUTER LOOP,STARBUCKS #10454
97.7778855799,97781,1680,"SHELBYVILLE RD, SUITE 101",BLAZE PIZZA #1065
97.7778855799,99223,1681,S. 3RD ST.,WILTSHIRE AT THE SPEED
97.7778855799,99748,1682,PRESTON HWY.,JIMMY JOHNS
97.7778855799,99856,1683,HUNSINGER LN. STE 102,WING ZONE
97.7778855799,100462,1684,ST. MATTHEWS AVENUE,HIGHLAND MORNING ST. MATTHEWS
97.7816711016,89909,1685,BUNSEN PKWY,EAGLE PUB
97.7857526527,77898,1686,NORTON HEALTH CARE BLVD,ARBY'S #7879
97.78838064,66682,1687,PRESTON HIGHWAY,SAM'S CLUB #8276 SNACKBAR
97.7886075756,35059,1688,CHARLES STREET,NACHBAR
97.7897420004,34779,1689,TREVILLIAN WAY,LAKESIDE CLUB
97.7902508962,80096,1690,SHELBYVILLE ROAD,BJ'S RESTAURANT & BREWHOUSE
97.7910961146,98731,1691,PHILLIPS LN,LEVY RESTAURANTS FH1
97.7912394968,90724,1692,NEWBURG ROAD,BELLARMINE TRACK & FIELD CONCESSIONS
97.7959790879,97779,1693,LAGRANGE RD,TACO BELL / LONG JOHN SILVER'S #31671
97.7959790879,98779,1694,EAST BRECKENRIDGE ST BOX 2,HIGHLANDS COMMUNITY MINISTRIES SENIOR SERVICES
97.7959790879,99020,1695,KENTUCKY MILLS DR,EL NOPAL
97.7959790879,99430,1696,SYCAMORE STATION PLACE,MAIN EVENT
97.7959790879,99707,1697,S. 2ND ST.,EHRLER'S
97.7959790879,100276,1698,TREVILIAN WAY,ZOO LAKESIDE SMOKEHOUSE
97.7959790879,100722,1699,S. FLOYD STREET,MARK'S FEED STORE
97.7959790879,100738,1700,S. ENGLISH STATION ROAD,GANDER
97.7959790879,100744,1701,ENGLISH VILLA DRIVE,BEARNO'S PIZZA
97.7959790879,100780,1702,KENWOOD DRIVE,PAUL COX STADIUM CONCESSION STAND
97.7959790879,100801,1703,WESTPORT ROAD,PANDA EXPRESS #2658
97.7959790879,101209,1704,TAYLOR BLVD,DERBY BAR & GRILL
97.7959790879,101213,1705,EVANGELINE AVE,BEHAR CAFE
97.7959790879,101236,1706,W MARKET ST,888 CAFE
97.7959790879,101237,1707,SHELBYVILLE RD,RAISING CANE'S
97.7959790879,101302,1708,S FLOYD ST,VU GUESTHOUSE
97.7959790879,101312,1709,GOSS AVE,MR. LEE'S
97.7959790879,101408,1710,BARRET AVE,MILE WIDE BEER COMPANY
97.7959790879,101458,1711,DUNDEE RD,DUNDEE TAVERN
97.7959790879,101483,1712,HOPEWELL RD,AT THE POST SPORTS BAR & GRILL
97.7959790879,101543,1713,PHILLIPS LN,RAMIRO'S CANTINA SW5
97.7959790879,101596,1714,BARDSTOWN RD,CARAVAN
97.7959790879,101739,1715,CATHERINE LANE UNIT 105,HOLSOPPLE BREWING
97.7959790879,101746,1716,BRECKENRIDE LANE,COLDSTONE CREAMERY
97.7988505299,85907,1717,FREEPORT DRIVE,GUESS CAFETERIA
97.8020759068,89632,1718,N. 25TH STREET,KIDS CAFE
97.8024157839,34630,1719,SHELBYVILLE ROAD,AMERICAN LEGION
97.8040958163,90003,1720,W MAGAZINE ST,CHRISTIAN HEALTH CENTER WEST
97.8076634108,92066,1721,DIXIE HWY,JIMMY JOHNS
97.8090353706,87830,1722,LYNNBROOK DRIVE,ASCENSION CHURCH CONCESSION
97.8092056661,64358,1723,E. MAIN STREET,CENTERPLATE / GRILL CART #19
97.8096855204,66858,1724,SUMMIT PLAZA,STARBUCKS #2562
97.8139410928,91978,1725,WESTPORT RD,BUFFALO WILD WINGS
97.814072596,98715,1726,S FLOYD ST,OLD KENTUCKY KETTLE CORN C15
97.814072596,99746,1727,3RD STREET RD.,TASTEFULLY SYNFUL
97.8203342682,60988,1728,PAPA JOHN'S CARDINAL STADIUM,SERVICE AMERICA STAND #08
97.8219991996,65323,1729,SPRINGHURST COMMONS DRIVE,PAPA JOHN'S PIZZA #36
97.824770897,86716,1730,BEULAH CHURCH ROAD,BUNGALOW JOES BAR AND GRILL
97.8250511939,82901,1731,U.S. HIGHWAY 42,DOMINO'S
97.8262476885,76940,1732,FRANKFORT AVENUE,STARBUCKS COFFEE #10559
97.8327488644,58849,1733,TOWNE CENTER DRIVE,TINSELTOWN USA #1
97.8352383991,66407,1734,NEW LAGRANGE ROAD,DOMINO'S PIZZA #1434
97.8356248146,34790,1735,RIVER RD,K OF C POOL SNACK BAR
97.8382629228,87102,1736,ARENA PLAZA,KFC YUM CENTER #307 / GATEWAY GRILL
97.8394765172,94432,1737,NEWBURG RD,EINSTEIN'S BAGELS
97.8439943109,82863,1738,S. 7TH STREET ROAD,GREEN LIGHT LOUNGE
97.8517935723,34760,1739,BAXTER AVENUE,OUTLOOK INN
97.8528162125,88337,1740,BARDSTOWN ROAD,ANSELMO'S
97.8541909656,90708,1741,W BROADWAY,SUBWAY
97.8546843617,33256,1742,E. BROADWAY,PAVILLION CAFE
97.8580671237,90930,1743,SHELBYVILLE ROAD,SALSARITA'S FRESH CANTINA
97.8588739378,96968,1744,W. MAIN ST.,ATLANTIC NO. 5
97.8631330039,89373,1745,SHANE DRIVE,CHICK-FIL-A
97.8655992577,87078,1746,ARENA PLAZ,KFC YUM CTR GATEWAY GRILL 212
97.8698267598,93404,1747,PRESTON STREET,NEW VINTAGE
97.8698267598,94669,1748,PRESTON HWY.,MIRAGE MEDITERRANEAN CUISINE
97.8698267598,95877,1749,MANSLICK RD.,CLOVERLEAF BAPTIST CHURCH
97.8698870803,80099,1750,RAGGARD ROAD,SUBWAY #43919
97.8862666092,32531,1751,GOLDSMITH LANE,BOY'S HAVEN #1
97.8895757154,86327,1752,TAYLORSVILLE ROAD,KRISPY KREME
97.900803099,76936,1753,DIXIE HIGHWAY,STARBUCKS COFFEE
97.9019564636,62575,1754,FERN VALLEY ROAD,WHITE CASTLE #30
97.9055225626,90819,1755,BLAIRWOOD ROAD,SHIRAZ AT BLAIRWOOD
97.9115408337,96758,1756,STORY AVE.,LOUIS THE TON
97.9127986474,84449,1757,TIMBER RIDGE DRIVE,BISTRO 42
97.9222391347,90604,1758,BARDSTOWN ROAD,BIG BAR
97.9222391347,97969,1759,BARDSTOWN RD,SUBWAY
97.9248441038,97567,1760,SHELBYVILLE RD SUITE 104,FIREHOUSE SUBS #1191
97.9248441038,97945,1761,WESTPORT RD,STARBUCKS #24257
97.9248441038,98110,1762,E. MARKET ST.,GALAXIE
97.9280207135,95492,1763,SOUTH PARK RD.,SOUTH PARK SHARKS
97.9284334033,96839,1764,S. HURSTBOURNE PKWY.,FIRST WATCH
97.9400045369,83509,1765,E. MARKET STREET,JIMMY JOHN'S GOURMET SANDWICHE
97.9453953256,78597,1766,S. HURSTBOURNE PARKWAY,JIMMY JOHN'S
97.9461142215,96091,1767,S. HURSTBOURNE PKWY.,ARCTIC SCOOP
97.9461142215,96555,1768,E MARKET ST,FEAST BBQ
97.9462855299,68063,1769,SPRINGHURST BLVD,PIZZA HUT #014321
97.9466255416,88866,1770,SHELBYVILLE ROAD,ASIANA CUISINE
97.9476821285,78485,1771,TERRY ROAD,TACO TICO
97.9510502912,87900,1772,MOYER CIRCLE,DOWN THE STRETCH CAFE @ MASONIC HOME
97.9584261508,73600,1773,VALLEY STATION ROAD,VICTORIA'S CATERING
97.959064084,90047,1774,DIXIE HWY,WING-STOP
97.9626990055,34573,1775,GOOSE CREEK RD,BROWNSBORO PARK
97.9642077295,94492,1776,DEL MARIA WAY,KUFIYA CAFE
97.9648651137,64648,1777,ALLIANT AVENUE,DREAM HOSPITALITY INC. - HOLIDAY INN EXPRESS HOTEL
97.9662932283,61687,1778,PRESTON HIGHWAY,FULL SWING INDOOR GOLF
97.9665164735,94340,1779,ABRAHAM FLEXNER WAY,CONFERENCE CENTER KITCHEN
97.9684374021,75203,1780,CENTRAL AVENUE,MILLIONAIRE 4
97.9711319312,76935,1781,TAYLORSVILLE ROAD,STARBUCKS
97.9738259042,89722,1782,"W. JEFFERSON STREET, SUITE 103",CAT BOX DELI
97.97603585,88835,1783,SHELBYVILLE ROAD,TEAVANA #156
97.9762949902,67024,1784,N. HURSTBOURNE PARKWAY,RESIDENCE INN
97.977935913,87080,1785,ARENA PLAZA,KFC YUM CENTER #323 TACO BELL
97.9780082126,60707,1786,CEDAR SPRINGS BLVD,WHITE CASTLE #28
97.9791246279,98571,1787,W MAIN ST,"ALOFT HOTEL, DOWNTOWN"
97.9798614478,95154,1788,GRINSTEAD DR.,ZAD MEDITERRANEAN
97.9798614478,95292,1789,PHILLIPS LN.,KY KINGDOM JUNIOR'S
97.9798614478,99017,1790,E. OAK ST,SCARLET'S BAKERY
97.9827316862,69480,1791,PACKERLAND WAY,WENDY'S
97.9849753279,65211,1792,SHELBYVILLE ROAD,STARBUCKS #2466
97.9893019351,96480,1793,BARDSTOWN RD.,RAISING CANES
97.9919194123,86902,1794,SUMMIT PLAZA DRIVE,32 DEGREES A YOGURT BAR
97.994836412,34264,1795,SHELBYVILLE ROAD,VALHALLA GOLF CLUB
97.9979549558,98633,1796,E WASHINGTON ST,BUTCHERTOWN GROCERY
97.9979549558,98704,1797,S 3RD ST SUITE 101,KU SOO DHAWAADA SANAAG COFFEE
97.998820232,64344,1798,E. MAIN STREET,CENTERPLATE / FIELDERS FARE-CONCESS #106
98.0009060657,89095,1799,S. FLOYD STREET,BISTRO 634
98.006588629,90120,1800,S. HURSTBOURNE PARKWAY,QDOBA
98.008525349,94723,1801,BAXTER AVE.,GRALEHAUS
98.008525349,98515,1802,BARDSTOWN RD,LA CHASSE
98.0145599101,63869,1803,E. MAIN STREET,BLUEBELL ICE CREAM
98.0160484638,98930,1804,BROWNSBORO RD,AFC SUSHI
98.0207969976,94263,1805,S. HURSTBOURNE PKWY.,CARMIKE QSR
98.0215561742,99557,1806,STEIER LANE,DASHA BARBOUR'S SOUTHERN BISTRO
98.0215561742,100439,1807,E. MARKET STREET,MCDONALD'S
98.0246241856,76380,1808,BLANKENBAKER PKWY,CAFE 920
98.0285731696,77708,1809,TAYLORSVILLE ROAD,STARBUCKS COFFEE #11798
98.0312598733,34968,1810,S. 3RD STREET,HILLEBRAND
98.033405152,97559,1811,SHELBYVILLE RD,CHIPOTLE
98.0341419718,94845,1812,LIME KILN LN,CAKE FLOUR NATURAL BAKING COMPANY
98.0348787917,88274,1813,BARDSTOWN ROAD,LULA'S FROZEN YOGURT AND TREATS
98.0378299016,34326,1814,S. PRESTON ST,CENTERSTONE
98.0460828478,76253,1815,E. MAIN STREET,GRILL CART #1098
98.0466794009,97562,1816,WESTPORT RD,SUBWAY
98.0476213847,60975,1817,S. FLOYD STREET,PAPA JOHN'S PIZZA #1 / PAPA JOHNS CARDINAL STADIUM
98.0581966256,88495,1818,NEW CUT ROAD,SUBWAY
98.0610849792,92879,1819,BARDSTOWN RD,NOWHERE BAR LOUISVILLE
98.0610849792,95295,1820,PHILLIPS LN.,KY KINGDOM CLOCK TOWER
98.0628856765,91847,1821,PHILLIPS LN,PAPA MURPHY'S NW1
98.0673281177,92313,1822,PHILLIPS LANE,NUTTY PEDDLER 20A
98.0679941922,51213,1823,COLLEGE DRIVE,G.I. JOE POST #244 / AMERICAN LEGIONS
98.0697633233,31334,1824,GOOD SAMARITAN WAY,GOOD SAMARITAN
98.0703289879,99479,1825,BARDSTOWN ROAD,STEEL CITY POPS
98.0716553724,100267,1826,BARDSTOWN ROAD,ARNO PIZZA
98.0741510318,36905,1827,WESTPORT ROAD,KFC Y052-042
98.0754428681,64360,1828,E. MAIN STREET,PRESTON PATIO GRILL CART #2
98.0768754886,35217,1829,BROWNSBORO RD,CRESCENT HILL GOLF COURSE
98.0779801834,91452,1830,DIXIE HWY,SUBWAY
98.079091952,33518,1831,DUTCHMANS LANE,BIG SPRING  CONCESSION
98.0803585151,88452,1832,HIKES LANE,ST. BARNABAS CENTER
